Hylak_id,Lake_area,glacier_lake_id,rgi_name,area0_km2,lat,lon
45991,2.68,24355,Arctic Canada South,1.947518767483239,64.1164,-65.3353
11526,19.74,35189,Scandinavia,19.28317751,67.994,17.1768
641951,0.48,28255,Alaska,0.465392133781175,60.1207,-140.561
1285258,0.44,106630,Scandinavia,0.525666632045185,60.344,6.99026
984066,0.48,4806,Western Canada and USA,0.695856886370901,48.9783,-114.022
1382038,0.33,116165,South Asia East,0.436570150007748,27.9311,91.2693
1269085,0.22,34078,Scandinavia,0.17637408242162,62.258,7.67467
498532,0.28,23577,Arctic Canada South,0.411915902324217,63.9178,-65.9997
967648,0.26,6619,Western Canada and USA,0.341637199863086,49.7916,-122.55
123500,5.06,15386,Southern Andes,6.778287726564202,-48.3488,-73.0954
1180068,0.22,109757,Scandinavia,0.4266801716797,69.1663,20.2324
683536,0.34,30256,Alaska,0.433677207230743,59.0521,-133.957
685856,0.18,24938,Arctic Canada South,0.215708134067456,58.9797,-63.6394
686560,0.18,24956,Arctic Canada South,0.196793363316203,58.9577,-63.5323
45696,1.7,23597,Arctic Canada South,1.748514458752413,64.2011,-65.9785
1274407,0.17,33406,Scandinavia,0.202680298512544,61.7635,5.8104
1382135,0.65,93470,South Asia East,0.759866415483951,27.8618,90.5903
1270751,0.88,34002,Scandinavia,0.772914813156494,62.1282,7.57078
683277,0.51,30251,Alaska,0.574751271144349,59.0572,-133.959
248530,0.25,18770,Arctic Canada South,0.225638156025078,69.7978,-73.7629
766475,0.21,31017,Alaska,0.322508428877268,56.4273,-129.964
153006,1.42,34118,Scandinavia,0.982784599500039,62.066,7.7074
1378708,0.78,94579,Central Asia,0.789751805515517,30.0733,94.4643
1270970,0.26,34269,Scandinavia,0.253922753405321,62.1024,7.95006
1289567,0.39,106526,Scandinavia,0.478297045643289,59.8357,6.60939
59595,1.28,26744,Alaska,1.272157023191852,60.4254,-144.188
1381951,0.38,93262,South Asia East,0.514156795063791,27.9962,90.289
736972,0.41,101842,Alaska,0.527311429725403,57.4094,-129.112
660619,0.46,110146,Arctic Canada South,0.543703741211047,59.6658,-64.3195
703785,0.2,30220,Alaska,0.179054172358276,58.4292,-134.129
1013103,0.72,4863,Western Canada and USA,0.759058880477488,47.3573,-113.859
494907,0.19,24212,Arctic Canada South,0.142368209153574,64.0113,-65.5163
1282681,0.17,107014,Scandinavia,0.218484706103593,60.6757,7.05207
935388,0.46,5898,Western Canada and USA,0.640491139805809,51.1699,-124.141
1378440,0.61,94280,Central Asia,0.722902944122919,30.2671,93.4563
1287162,0.25,33692,Scandinavia,0.182523343605152,60.1131,7.01323
875145,0.5,3451,Western Canada and USA,0.525109879433424,53.1553,-118.448
1090972,0.35,10855,Low Latitudes,0.27244261156099,-11.5768,-74.9201
1199662,0.2,109364,Scandinavia,0.235028530475398,68.1117,18.221
140974,3.08,35188,Scandinavia,2.936482912162905,67.3269,17.2402
142732,1.64,34763,Scandinavia,1.563195841646862,66.4036,13.6945
45659,1.18,24318,Arctic Canada South,1.646008027105843,64.2123,-65.405
1276053,0.17,34524,Scandinavia,0.192222057007618,61.5964,8.50986
93048,1.22,3964,Western Canada and USA,2.682227155945713,52.177,-117.432
657653,0.33,29675,Alaska,0.791930255765888,59.7424,-135.776
1263386,0.7,108192,Scandinavia,0.76837847508986,62.699,8.76647
1284224,0.17,33915,Scandinavia,0.159628137390938,60.483,7.4734
1215752,0.53,34924,Scandinavia,0.483065089850363,66.7369,15.1753
910946,0.29,4132,Western Canada and USA,0.394497500771497,52.0022,-117.141
688740,0.27,110026,Arctic Canada South,0.633764717973609,58.8957,-63.7029
154222,2.72,34497,Scandinavia,2.484499656096912,61.5024,8.3421
640638,0.61,26960,Alaska,0.84843714227,60.1498,-143.767
1271547,0.79,107522,Scandinavia,0.985929283055785,62.0501,6.513
4366,13.1,31216,Alaska,10.5984696876,61.17,-152.914
98741,1.64,4367,Western Canada and USA,2.004055707418113,50.4368,-116.593
1277505,0.37,107940,Scandinavia,0.486195959464318,61.3905,8.44398
1101736,0.71,15358,Southern Andes,0.529214484227211,-27.8426,-68.7408
1181935,0.15,35503,Scandinavia,0.181385047602818,69.0632,19.6576
1268234,0.29,34676,Scandinavia,0.275904131913167,62.3228,9.23586
68991,1.13,30342,Alaska,1.089472259735897,57.9942,-133.491
1265246,0.28,34543,Scandinavia,0.262211950253909,62.5665,8.62213
501694,0.17,24555,Arctic Canada South,0.190189150747537,63.8358,-65.063
920986,0.32,4414,Western Canada and USA,0.363529273249262,51.65,-116.504
1275527,0.59,34122,Scandinavia,0.513690924274448,61.6502,7.72813
1290603,0.24,106911,Scandinavia,0.282733230907338,59.7205,7.09535
48170,2.47,10130,Western Canada and USA,2.533139376310279,63.5065,-130.449
141569,3.11,108857,Scandinavia,3.054901571565327,66.9775,14.3546
1209335,0.74,35771,Scandinavia,0.62175817168083,67.3773,17.9289
1048755,0.32,1617,Western Canada and USA,0.396890415748451,43.3057,-109.725
141712,4.52,34776,Scandinavia,4.147987517490047,66.9003,13.8866
29861,3.4,20890,Arctic Canada South,3.967356862089402,67.9935,-68.0735
1272399,0.23,107585,Scandinavia,0.282416287692033,61.9721,6.8837
176653,2.65,115754,South Asia East,5.88227833649687,28.3215,85.8362
138595,1.28,35160,Scandinavia,1.240608981312333,68.2258,17.0905
1076251,0.36,10555,Low Latitudes,0.314154434068044,8.56764,-71.0007
970074,0.86,6486,Western Canada and USA,0.875473700673,49.6687,-122.82
599005,0.24,32985,Alaska,1.621047027892651,61.2527,-140.301
1170184,0.45,35603,Scandinavia,0.450650798898139,69.7984,20.2511
1282812,0.2,107035,Scandinavia,0.261482190590698,60.6591,7.06963
556947,0.32,110274,Arctic Canada South,0.398697724905902,62.3701,-66.8268
889363,0.86,3969,Western Canada and USA,0.863650197373648,52.6848,-117.393
1287257,0.28,33531,Scandinavia,0.262890615407973,60.1016,6.64106
1275746,0.16,34003,Scandinavia,0.128282178744226,61.6331,7.57489
1166414,0.13,35740,Scandinavia,0.122692840368464,70.1253,21.8429
549290,0.24,23049,Arctic Canada South,0.269373225176421,62.5825,-66.9699
1203756,0.2,109001,Scandinavia,0.245760869774225,67.833,15.7022
481093,0.16,24246,Arctic Canada South,0.166732316798337,64.3519,-65.4848
1277741,0.41,107724,Scandinavia,0.453325400173585,61.3558,6.90833
1040419,0.66,1460,Western Canada and USA,0.692360025944907,45.1081,-109.863
142595,1.38,34742,Scandinavia,1.29633533635656,66.4777,13.4901
1268406,0.89,108330,Scandinavia,1.009885534315117,62.3095,8.99539
593439,0.66,26357,Alaska,0.676264972700144,61.3863,-145.739
1264884,0.39,108160,Scandinavia,0.447113285610596,62.5896,8.23839
62099,2.64,28823,Alaska,3.000994627750308,59.8044,-139.002
66207,4.92,32997,Alaska,12.5831842466,58.763,-137.623
1046208,0.64,1153,Western Canada and USA,0.667462784164842,44.173,-115.064
112607,1.44,206,Western Canada and USA,1.244403575616591,37.7203,-119.183
627084,0.67,26738,Alaska,0.726188605421707,60.509,-144.207
1197606,0.25,35460,Scandinavia,0.240257111860109,68.2372,18.8265
1089362,0.5,10614,Low Latitudes,0.482336758875899,-9.25603,-77.2864
1211188,0.36,109171,Scandinavia,0.739123120938753,67.2036,17.5227
557120,0.14,23296,Arctic Canada South,0.133582975307963,62.3654,-66.6492
1175189,0.72,35622,Scandinavia,0.677424365909681,69.4672,20.6871
176156,1.25,94545,Central Asia,1.229659984533973,29.958,94.2925
120398,1.14,11062,Low Latitudes,1.299559506702422,-17.0083,-67.3476
144465,2.29,34739,Scandinavia,2.134776744315982,65.5555,12.9957
561870,0.26,23260,Arctic Canada South,0.299397327889718,62.2307,-66.7016
709377,0.3,30292,Alaska,0.291158053128942,58.2623,-133.782
949074,0.23,3551,Western Canada and USA,0.182007482819901,50.6577,-118.222
27162,1.27,20401,Arctic Canada South,2.720317035600158,68.8744,-69.9468
1285952,0.2,106573,Scandinavia,0.313165604794565,60.2558,6.47098
1215714,0.19,34903,Scandinavia,0.14890021453284,66.7428,14.7461
70012,6.58,31239,Alaska,8.125448083029456,57.7636,-132.41
1179652,0.27,109604,Scandinavia,0.342019652206988,69.1884,18.8521
961728,0.24,6741,Western Canada and USA,0.234411251333585,50.0948,-122.225
565945,0.15,23446,Arctic Canada South,0.165807511773608,62.1219,-66.3742
1218233,0.21,108793,Scandinavia,0.234859569925705,66.5172,14.2775
1381906,0.75,92944,South Asia East,0.959045329590705,28.0123,88.7562
1382017,0.5,93411,South Asia East,0.519996007317038,27.9394,90.5353
1081112,0.28,10655,Low Latitudes,0.356494328069198,-2.26027,-78.545
1381900,0.49,93049,South Asia East,0.636366617741412,28.0253,89.4279
625831,0.57,32762,Alaska,1.380357149682882,60.545,-144.461
1187654,0.98,109629,Scandinavia,1.076327556683637,68.7715,19.1163
1265269,0.39,34560,Scandinavia,0.361179454003753,62.5647,8.66304
7100,20.53,3959,Western Canada and USA,20.1265946952,52.6616,-117.532
514573,0.22,24808,Arctic Canada South,0.223303304914147,63.4968,-64.6276
1270006,0.59,34276,Scandinavia,0.583445059050861,62.1789,7.95482
1201938,0.63,109241,Scandinavia,0.679607448483143,67.9663,16.8406
808266,0.26,2379,Western Canada and USA,0.238265894027875,55.0381,-122.01
561473,0.33,8464,Western Canada and USA,0.339916090317381,62.2443,-128.008
175440,2.2,95925,Central Asia,2.366895741528628,31.8486,99.1139
138906,1.76,35191,Scandinavia,1.68231288593846,68.1414,17.3031
571492,0.28,27200,Alaska,0.594524373435253,61.9764,-143.109
687087,0.25,24890,Arctic Canada South,0.341732974725605,58.9426,-63.8233
564328,0.17,25951,Alaska,0.137433092065243,62.1615,-148.418
1091015,0.43,9152,Low Latitudes,0.476048089941185,-11.6149,-76.3275
1378098,0.52,116789,South Asia East,0.600764175398246,30.4733,95.5754
1380282,0.87,117020,South Asia East,1.561629845181499,29.2074,97.5889
1049614,0.41,1986,Western Canada and USA,0.350500609533703,42.9428,-109.331
1265962,0.45,34297,Scandinavia,0.414108636847937,62.5157,7.98064
726312,0.17,10015,Alaska,0.169965863665446,57.7596,-127.004
1265877,0.2,34490,Scandinavia,0.197676803950301,62.5206,8.35791
897815,0.26,2896,Western Canada and USA,0.221100026852639,52.44,-119.604
652602,0.34,25087,Alaska,0.306358531626791,59.8633,-159.205
478642,0.24,24513,Arctic Canada South,0.215708649014084,64.4149,-65.1449
1041228,0.44,1855,Western Canada and USA,0.639501504367202,45.007,-109.541
645955,0.46,101522,Alaska,0.609232658872082,60.0284,-135.823
587479,0.55,32771,Alaska,1.096246144594448,61.5604,-143.101
556405,0.4,8626,Western Canada and USA,0.447214340786718,62.3845,-127.23
501264,0.81,24591,Arctic Canada South,0.835965854281876,63.8423,-64.9972
613237,0.31,32856,Alaska,0.407932415691652,60.8732,-142.431
1213982,0.88,34837,Scandinavia,0.825539874882144,66.9013,14.2892
10215,29.51,9407,Low Latitudes,29.1597341233,-13.8574,-71.0345
1268677,0.27,108119,Scandinavia,0.325869215443999,62.2954,8.37121
1206215,0.16,109060,Scandinavia,0.178847314629233,67.6427,16.3352
1264680,0.22,108199,Scandinavia,0.273356244867146,62.6026,8.55366
895511,0.31,3670,Western Canada and USA,0.312842888833959,52.5004,-117.972
1275515,0.49,33560,Scandinavia,0.545126570221874,61.6559,6.76378
1282906,0.37,107245,Scandinavia,0.476858481125585,60.6457,7.40371
557787,0.26,23105,Arctic Canada South,0.265609721034773,62.3527,-66.8966
1215179,0.31,108864,Scandinavia,0.388608219642096,66.7871,15.2281
142576,1.08,108767,Scandinavia,1.256901655018852,66.4952,13.3953
1273583,0.25,34047,Scandinavia,0.212319194745547,61.8477,7.64766
216406,0.44,111058,Arctic Canada South,3.204877593803284,70.9386,-74.6324
1272188,0.38,107561,Scandinavia,0.410971266361288,61.9925,7.26115
515442,0.2,26592,Alaska,0.217082603610785,63.4695,-144.489
1210474,0.28,35257,Scandinavia,0.309137238603422,67.2712,17.7821
1277024,0.61,107920,Scandinavia,0.666526660812875,61.4556,8.22846
58453,1.21,27309,Alaska,1.382748306324972,60.7262,-142.516
970850,0.31,10345,Western Canada and USA,0.257673407628862,49.628,-122.277
937451,0.29,4672,Western Canada and USA,0.311980714765681,51.0987,-115.917
1271448,0.27,107511,Scandinavia,0.298265044076385,62.0629,6.65723
1179611,0.19,109770,Scandinavia,0.292406136250994,69.1875,20.1335
1263854,0.64,108161,Scandinavia,0.815858999278307,62.6587,8.25947
154433,1.53,107759,Scandinavia,1.68148030449768,61.3631,6.45719
1181501,0.32,35546,Scandinavia,0.29838885326132,69.0912,20.013
611287,0.23,100785,Alaska,0.262297917616345,60.929,-152.17
1278238,0.83,107735,Scandinavia,0.873573004181043,61.2897,6.88048
1280165,0.43,33551,Scandinavia,0.377259639960155,61.0139,6.73158
154143,4.11,34271,Scandinavia,3.531905530109513,61.547,7.94843
1287889,0.16,106763,Scandinavia,0.663056098456358,60.0146,7.10936
675575,0.21,110020,Arctic Canada South,0.27300982166405,59.2787,-64.49
1286540,0.17,33470,Scandinavia,0.135141220509668,60.1845,6.38271
1200945,0.68,109233,Scandinavia,1.02408597360482,68.0284,16.6795
735228,0.35,100739,Alaska,0.342289150695056,57.4764,-153.098
664921,0.25,110180,Arctic Canada South,0.275701250211888,59.5617,-64.1399
1267145,0.28,108010,Scandinavia,0.339267988612998,62.4158,7.71572
1213261,0.21,108856,Scandinavia,0.227849281240835,66.9702,14.3891
1090043,0.42,9292,Low Latitudes,0.719319055441502,-10.5549,-75.9218
140128,5.8,35061,Scandinavia,5.34085428562998,67.7422,16.2912
478956,0.52,23906,Arctic Canada South,0.531945482206003,64.4028,-65.7253
1175983,0.36,35520,Scandinavia,0.621223780015831,69.4134,19.8497
45921,8.38,25060,Arctic Canada South,8.319544297220562,64.1516,-65.9935
1282140,0.39,107157,Scandinavia,0.504446266173607,60.7509,7.44353
664495,0.39,110118,Arctic Canada South,0.427933162158872,59.5715,-63.9557
1169767,0.53,35799,Scandinavia,0.411920263839464,69.8317,20.6295
1266302,0.28,107992,Scandinavia,0.290504936267512,62.4885,7.81414
257924,0.15,19219,Arctic Canada South,0.191989313877068,69.5304,-72.3313
1089361,0.31,8812,Low Latitudes,0.349099273521058,-9.25142,-77.4601
726591,0.9,30376,Alaska,0.941304088682027,57.7498,-133.296
1381924,0.71,92926,South Asia East,0.990065221120975,28.0073,88.6982
1093949,0.51,9643,Low Latitudes,0.512873620285995,-14.6467,-69.1644
1218312,0.32,108809,Scandinavia,0.366141017628013,66.5094,14.5596
1270839,0.29,33818,Scandinavia,0.281196718003255,62.1133,7.33647
1275083,0.22,107628,Scandinavia,0.261094928445485,61.6964,7.8174
145206,2.87,108542,Scandinavia,2.973022720091627,65.1845,13.8847
1276865,0.17,34481,Scandinavia,0.158580050446091,61.4773,8.31478
1195721,0.43,109304,Scandinavia,0.549445985346672,68.3428,17.7625
1277276,0.17,34529,Scandinavia,0.141243348398867,61.4146,8.5483
1274598,0.3,107690,Scandinavia,0.335844996303,61.7451,7.60981
1266136,0.54,107990,Scandinavia,0.685688098594163,62.4947,7.92108
1215404,0.34,34941,Scandinavia,0.313842217220566,66.767,15.2772
761972,0.2,30571,Alaska,0.303901676682296,56.5748,-132.001
668321,0.22,110106,Arctic Canada South,0.285556630057125,59.4796,-63.9251
477571,0.23,24277,Arctic Canada South,0.201564699582657,64.4357,-65.4496
139241,2.91,35157,Scandinavia,8.520349018376741,68.0337,17.0134
1284129,0.44,33947,Scandinavia,0.403318361537209,60.4981,7.50883
756063,0.58,30718,Alaska,1.148230075721195,56.7839,-131.189
1268292,0.52,108114,Scandinavia,0.603678283559349,62.3218,8.27982
1277229,0.19,107932,Scandinavia,0.23824500392381,61.4193,8.09789
1277494,0.76,107747,Scandinavia,0.954586657992367,61.3901,6.49493
743994,0.19,29959,Alaska,0.2023910362211,57.1886,-134.941
176637,3.65,92140,South Asia East,4.031447744976061,28.3744,86.3058
119289,1.48,8997,Low Latitudes,1.308317336512459,-10.407,-76.841
1077796,0.4,10569,Low Latitudes,0.464195212089211,6.39319,-72.2963
1267629,0.27,108318,Scandinavia,0.304913631848896,62.3734,8.83481
247495,0.84,25017,Arctic Canada South,1.361782890611535,69.8295,-74.2749
516863,0.45,26247,Alaska,0.467826711966969,63.4269,-147.065
1274978,0.8,33393,Scandinavia,0.672317540697806,61.7058,5.70885
74855,1.58,31267,Alaska,6.037818604325082,56.3417,-130.082
1276640,0.25,107787,Scandinavia,0.318825900245251,61.5102,6.4975
1287638,0.43,33668,Scandinavia,0.388603769437481,60.0542,6.92875
1208595,0.39,35329,Scandinavia,0.372500490382798,67.4439,18.062
934638,0.45,10304,Western Canada and USA,0.561658033335909,51.2023,-123.276
1273531,0.2,33689,Scandinavia,0.165144004386126,61.8549,7.00733
1277127,0.48,34451,Scandinavia,0.499694658313804,61.4391,8.20995
1173146,0.14,109814,Scandinavia,0.461804682196934,69.5927,20.8892
1272239,0.27,107588,Scandinavia,0.287367392623793,61.9874,6.76064
1178836,0.17,109773,Scandinavia,0.259528435758572,69.2316,20.3625
1264263,0.16,34622,Scandinavia,0.152501297307783,62.6357,9.04761
44736,1.35,24548,Arctic Canada South,1.324280977726945,64.4285,-65.0986
1179730,0.15,109606,Scandinavia,0.230637233910046,69.185,18.895
1194343,0.23,35220,Scandinavia,0.177571612628517,68.4226,17.5357
1270717,0.6,107549,Scandinavia,0.62467936001432,62.1233,7.37485
1270856,0.46,34073,Scandinavia,0.416284921462793,62.1158,7.66879
509412,0.28,24739,Arctic Canada South,0.27802430253816,63.6304,-64.7459
1175716,0.14,109723,Scandinavia,0.310174285767264,69.4329,19.4782
470969,0.56,23639,Arctic Canada South,2.65306276066093,64.574,-65.9012
59207,2.15,32761,Alaska,4.081076191338791,60.517,-144.516
655365,0.35,29432,Alaska,0.701781187940472,59.7967,-136.259
1090199,0.32,9115,Low Latitudes,0.328887677577858,-10.7838,-76.5949
513299,0.41,24738,Arctic Canada South,0.427230154382732,63.53,-64.7443
561890,0.24,23280,Arctic Canada South,0.254939581541714,62.2315,-66.6752
1265427,0.19,108076,Scandinavia,0.306289221686087,62.5536,8.09696
1283905,0.17,106963,Scandinavia,0.207321246481742,60.5237,7.14313
1277393,0.22,107745,Scandinavia,0.232435174901858,61.4032,6.48274
1287557,0.37,106730,Scandinavia,1.102077862244563,60.0627,7.01493
741280,0.26,30431,Alaska,0.25686176079813,57.2799,-132.922
983752,0.28,6887,Western Canada and USA,0.360779102866544,48.9983,-121.453
1276811,0.31,107886,Scandinavia,0.394165465580241,61.4829,8.37787
594187,0.28,26356,Alaska,0.305280057441113,61.3735,-145.743
507883,0.4,110332,Arctic Canada South,0.52863554847782,63.6724,-64.8483
1274452,0.54,34178,Scandinavia,0.512364306778777,61.7561,7.81227
1090049,0.45,9311,Low Latitudes,0.418486610346702,-10.5623,-75.834
1288314,0.38,33732,Scandinavia,0.336475552080772,59.9681,7.15643
746808,0.2,29913,Alaska,0.182375362973856,57.0937,-135.077
1270015,0.45,33766,Scandinavia,0.367119775930764,62.1789,7.25418
94144,1.28,4322,Western Canada and USA,1.256394880437969,51.8323,-116.657
704209,0.22,29882,Alaska,0.23238301708734,58.4165,-135.156
706003,0.65,29189,Alaska,3.923354560718991,58.3681,-136.712
1266011,0.3,34379,Scandinavia,0.230975174385665,62.5108,8.07479
1090003,0.34,9297,Low Latitudes,0.346018543676203,-10.49,-75.8939
656588,0.16,29496,Alaska,0.138648927655734,59.7716,-136.13
482479,0.43,23903,Arctic Canada South,0.500775745570386,64.3198,-65.7362
733448,0.24,26231,Alaska,0.25586922994458,57.538,-153.081
1214355,0.24,34864,Scandinavia,0.205078721047407,66.8667,14.4711
609792,0.21,27496,Alaska,0.719132707191645,60.9587,-141.454
1169018,0.15,109677,Scandinavia,0.38781917845445,69.8992,19.3785
1166109,0.3,35726,Scandinavia,0.303808157328346,70.1475,21.6554
1175991,0.21,35522,Scandinavia,0.232587812557427,69.4143,19.9066
654924,0.47,29458,Alaska,0.48158029019101,59.8078,-136.21
1217817,0.24,108781,Scandinavia,0.274897261599278,66.5524,13.6876
1175897,0.2,109724,Scandinavia,0.40755538331055,69.4204,19.4739
1225750,0.36,108680,Scandinavia,0.412849877146216,65.8518,14.5355
1281789,0.32,107094,Scandinavia,0.360126792924863,60.7965,7.33911
144976,3.44,108511,Scandinavia,3.68005358342073,65.2812,13.8341
488369,0.19,24303,Arctic Canada South,0.182299960903377,64.1763,-65.4446
1209537,0.75,35327,Scandinavia,0.689909162791043,67.3675,18.0558
1377760,0.54,94914,South Asia East,0.64567133307781,30.66,95.2158
176079,1.47,94551,Central Asia,1.882899338351348,30.1735,94.344
687594,0.15,101563,Alaska,0.234627158262043,58.93,-135.018
1216029,0.23,108817,Scandinavia,0.310069201205093,66.7206,14.725
1270241,0.32,34333,Scandinavia,0.312259432377305,62.1625,8.03589
64704,2.57,31256,Alaska,13.2002864864,59.1063,-133.963
692219,0.18,29030,Alaska,14.237431299,58.7925,-137.877
1288868,0.28,106785,Scandinavia,0.309858132924266,59.911,6.8105
1275148,0.53,34350,Scandinavia,0.360564278657236,61.6985,8.04483
1185556,0.13,109645,Scandinavia,0.145150469119431,68.8747,19.1798
1040221,0.29,1524,Western Canada and USA,0.372716367291792,45.1298,-109.796
176697,1.15,93207,South Asia East,1.397991711894061,28.1077,90.247
1049676,0.34,1995,Western Canada and USA,0.405983183146302,42.9213,-109.324
1232607,0.32,108607,Scandinavia,0.400750599879501,65.1925,14.1424
60412,5.02,32830,Alaska,176.084822667,60.1488,-143.406
478433,0.16,24001,Arctic Canada South,0.161677065529765,64.4162,-65.67
1273515,0.3,34048,Scandinavia,0.295887509474494,61.8564,7.6485
50433,1.2,8278,Western Canada and USA,1.299655161140463,62.9282,-130.16
249661,0.18,18687,Arctic Canada South,1.996886877470463,69.7625,-74.0176
1267754,0.2,108030,Scandinavia,0.522764716783448,62.3614,7.78535
1381999,0.53,92738,South Asia East,0.865777347158939,27.9498,87.9306
927591,0.28,4685,Western Canada and USA,0.250167003152052,51.4472,-115.859
1171345,0.98,109711,Scandinavia,1.130999358342122,69.704,19.461
960989,0.37,6763,Western Canada and USA,0.284979449609507,50.135,-122.116
1178480,0.23,35510,Scandinavia,0.192047427236803,69.2576,19.7164
969404,0.25,6618,Western Canada and USA,0.200799412209817,49.707,-122.547
1091410,0.4,9227,Low Latitudes,0.367960057633941,-12.014,-76.0206
176692,1.72,92675,South Asia East,1.400278764630757,28.1143,87.654
1265940,0.16,108227,Scandinavia,0.199081668693527,62.5173,8.72476
1268187,0.18,108112,Scandinavia,0.234877256301246,62.3276,8.35835
152888,3.1,34042,Scandinavia,2.686174675547838,62.1121,7.62085
1207368,0.6,109075,Scandinavia,0.700772525434608,67.5463,16.2873
74021,1.41,30001,Alaska,1.408082216547755,56.6112,-134.849
1266221,0.79,34378,Scandinavia,0.760642277131815,62.4939,8.0761
1231559,0.19,34724,Scandinavia,0.198179943646795,65.3017,13.8884
1093563,0.44,9544,Low Latitudes,0.41521969324561,-14.2487,-69.8
44813,4.88,24334,Arctic Canada South,10.0707637317,64.3844,-65.3176
478664,0.81,24302,Arctic Canada South,0.822548834485999,64.4122,-65.4395
632611,0.45,26896,Alaska,0.416113659976201,60.3637,-143.872
1095915,0.59,11045,Low Latitudes,0.689563800536137,-16.9554,-67.4056
1089844,0.45,8959,Low Latitudes,0.492439692859113,-10.2331,-76.9377
1282852,0.18,107081,Scandinavia,0.237622651443065,60.6524,7.29176
711949,0.46,30282,Alaska,0.468439884363944,58.1739,-133.823
1266687,0.4,108092,Scandinavia,0.45489013898318,62.4534,7.97124
1197063,0.28,35353,Scandinavia,0.20755226375112,68.2741,18.1691
1195466,0.16,108935,Scandinavia,0.226465590311584,68.3625,14.8669
1380651,0.2,95730,South Asia East,0.429231365090689,28.9443,97.3035
653818,0.85,29421,Alaska,0.871733170726333,59.8421,-136.276
1267880,0.47,34128,Scandinavia,0.426384155215825,62.3533,7.72428
30151,5.36,36076,Arctic Canada South,5.906118167640332,67.8867,-67.9545
755564,0.14,30090,Alaska,0.099079182135508,56.7904,-134.691
281530,0.19,20388,Arctic Canada South,0.327716628935386,68.8898,-69.9373
473808,0.22,23885,Arctic Canada South,0.260583109607972,64.5185,-65.7448
133240,1.07,35399,Scandinavia,0.9103528590286,69.7475,18.4163
560202,0.31,23176,Arctic Canada South,0.308147552482118,62.2772,-66.7957
1113882,0.76,14830,Southern Andes,0.889463186257828,-43.9183,-71.8324
1214011,0.25,34827,Scandinavia,0.194562687128097,66.8998,14.2136
1374289,0.65,90327,Central Asia,0.660447218513113,32.6958,92.8466
1276229,0.23,34478,Scandinavia,0.217672823760696,61.5691,8.29499
247202,0.15,18575,Arctic Canada South,0.165353095845838,69.8364,-74.2861
1268255,0.28,108327,Scandinavia,0.353605660777446,62.3248,8.92636
1378899,0.41,91064,Central Asia,0.50049033692256,29.9799,82.5879
495464,0.17,23938,Arctic Canada South,0.144008177987469,63.9994,-65.712
1077803,0.85,10577,Low Latitudes,0.898916715078517,6.36966,-72.2766
673423,0.14,24887,Arctic Canada South,0.151915626456139,59.339,-63.8809
1271372,0.24,107558,Scandinavia,0.500960203136892,62.0717,7.41234
65950,6.39,29030,Alaska,14.237431299,58.7925,-137.877
44100,2.36,23816,Arctic Canada South,2.339702485081248,64.5656,-65.8147
1185375,0.19,35197,Scandinavia,0.160505706006318,68.8824,17.3925
152895,3.22,107555,Scandinavia,3.028999667649742,62.0928,7.40785
502545,0.49,25062,Arctic Canada South,0.635066734547656,63.8076,-65.6096
497394,0.37,24493,Arctic Canada South,0.386133622377734,63.9511,-65.1841
1114206,0.32,13351,Southern Andes,0.326705910388158,-45.2913,-72.8313
57171,1.54,26444,Alaska,3.319159211408933,61.025,-145.27
1381918,0.87,93539,South Asia East,1.701790462686981,28.0217,90.7084
94811,3.11,4458,Western Canada and USA,2.703177310764627,51.6697,-116.46
477066,0.19,23886,Arctic Canada South,0.223614706082242,64.4464,-65.7382
1206018,0.18,35054,Scandinavia,0.133423595207041,67.6589,16.2463
1264636,0.18,108072,Scandinavia,0.585851252268735,62.6059,8.07363
1286805,0.2,106664,Scandinavia,0.25478280726612,60.154,6.97376
735753,0.84,30412,Alaska,0.842641811914507,57.4669,-133.039
561799,0.6,32751,Alaska,0.731185749436208,62.2354,-143.751
152807,1.36,34159,Scandinavia,1.225540342408825,62.1305,7.76831
1265024,0.56,108205,Scandinavia,0.695060790627036,62.5833,8.66717
1211358,0.74,35095,Scandinavia,0.739002928457993,67.1784,16.3914
703329,0.29,30290,Alaska,0.351408286817913,58.4396,-133.786
1206140,0.47,109066,Scandinavia,0.575200636638005,67.6494,16.1698
140858,2.17,35304,Scandinavia,3.034347695074098,67.3962,18.0064
938831,0.41,6371,Western Canada and USA,0.44189690670862,51.0474,-123.162
1262102,0.17,108281,Scandinavia,0.234712400577522,62.8005,9.0666
1171987,0.15,35673,Scandinavia,0.131838093995266,69.6599,20.9244
1192820,0.16,108979,Scandinavia,0.189216746885437,68.5138,15.9629
483432,0.27,110427,Arctic Canada South,0.305041021274451,64.2936,-65.7389
1275028,0.97,34277,Scandinavia,0.891052862029786,61.6946,7.94768
63763,4.89,31205,Alaska,9.11662909767233,59.4146,-138.291
1090053,0.57,9312,Low Latitudes,0.640541597993526,-10.5709,-75.8257
481922,0.4,24125,Arctic Canada South,0.422539026044993,64.3353,-65.5961
1214514,0.18,34780,Scandinavia,0.05978933395437,66.853,13.8756
1262385,0.52,108286,Scandinavia,0.666814278356785,62.7754,8.99383
1091429,0.74,9222,Low Latitudes,0.714751293788826,-12.029,-76.0261
1276641,0.17,34414,Scandinavia,0.153673868823231,61.5137,8.14584
133022,1.02,109666,Scandinavia,1.205349444608178,69.8677,19.1409
