region_key,region_name,year,focal_variable,focal_label,x_residual,y_residual,x_raw,y_raw
alaska,Alaska,2000,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,0.6861977647308999,-0.43212879696024553,1.2442519763779978,-0.8433076471922986
alaska,Alaska,2001,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,0.11110184167497339,-0.9645513171493746,0.4280400094362184,-1.029676407921249
alaska,Alaska,2002,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.09405497204682309,-1.0509326553673963,0.1788794731894656,-1.2500645342380283
alaska,Alaska,2003,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.17846513299491218,0.8225794345593037,0.0484349589300603,0.7470936548427575
alaska,Alaska,2004,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.2731822138232044,0.22670857182445592,-0.8559671792951308,1.001188914850965
alaska,Alaska,2005,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,0.08490168457237038,0.775763633005111,-0.1357936960630269,0.9503562004508715
alaska,Alaska,2006,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,0.10355713784339049,-0.12719240649717373,0.3459249809245034,-0.4917615237530704
alaska,Alaska,2007,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,0.11332366609418423,0.025736562024921944,0.1591846481983748,0.2526323758130129
alaska,Alaska,2008,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,0.5383444810580914,0.12442323431630026,1.1600811602766206,-0.426713733097339
alaska,Alaska,2009,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.09894972278634195,1.245485250054413,-0.3383271634246206,1.4738513993232674
alaska,Alaska,2010,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.4118139111973327,0.9923813779736368,-0.1326754183524995,1.1298506216444255
alaska,Alaska,2011,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.2091770295721012,0.941390737333837,0.1967778743606852,0.3410775223572697
alaska,Alaska,2012,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,0.9645403004008634,-1.7865335987432227,1.3871884274114374,-2.31672156163067
alaska,Alaska,2013,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.2412066963030522,-0.7407841073615299,-0.6912735803474696,-0.2228540765758762
alaska,Alaska,2014,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.4031434724979464,0.38108592499745675,-0.4247567061128422,0.1557697340627976
alaska,Alaska,2015,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.13594502156130783,-0.2623911525250058,-0.1476615820755759,-0.4339913295165048
alaska,Alaska,2016,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.08174096881998288,0.42385547956263947,-0.3805811142344247,0.6529525388291382
alaska,Alaska,2017,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.19703738271419405,-0.03142321419532337,-0.274601895616578,-0.1587929238554354
alaska,Alaska,2018,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.5030074698055698,0.8608342996897045,-0.5954228043731421,1.3149878261407522
alaska,Alaska,2019,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.36630442085469894,0.37076412452940666,-1.0425317119993505,1.3382895452715735
alaska,Alaska,2020,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,0.11946398124682257,0.38335347542559584,0.126582001257384,0.2595588086232229
alaska,Alaska,2021,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,0.3694604064013836,0.1062788465832404,0.3458526230652147,0.0483842972881322
alaska,Alaska,2022,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,0.3826820427753229,-0.4510525485158205,-0.0748843893953309,-0.4023739166315241
alaska,Alaska,2023,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.27954489182083864,0.0646812984652759,-0.5267208921379717,0.206730482513308
arctic_canada_north,Arctic Canada North,2000,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.941228895432807,-0.03331991626777753,-0.1701266172430585,-0.6437584154551552
arctic_canada_north,Arctic Canada North,2001,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,-0.24263152520031103,-0.8618162465506783,0.0308029620658893,-1.050460951654747
arctic_canada_north,Arctic Canada North,2002,glambie_combined_mwe_anomaly,Glacier mass-balance anomaly,0.17481161123855354,-0.8391496404428155,0.314833896026022,-1.0104809729865163
