year,usable_share,usable_share_pct,total_annual_area_km2,usable_total_annual_area_km2,usable_median_area_ratio,usable_mean_area_ratio,median_image_count,low_ratio_rows
2000,0.8807644170597863,88.07644170597862,7619.542259026743,7280.798207310376,0.872396290159403,0.7844712677608701,9.0,3080
2005,0.8643255993068258,86.43255993068259,7565.732335310585,7126.791109389973,0.8372086969311926,0.7496101057078166,11.0,3307
2010,0.9492394339077692,94.92394339077693,8154.91024447829,7961.097238877734,0.8362317861376385,0.7493672389206305,10.0,2086
2015,0.9667854048329644,96.67854048329644,5800.232818389884,5770.391015943129,0.712003964488604,0.6223057845348638,24.0,4899
2020,0.9811061904303456,98.11061904303456,5467.125053445991,5453.4282075931005,0.6317754268433435,0.5629420105320011,17.0,6396
2024,0.9860643111581784,98.60643111581784,6617.433140336934,6580.603162781572,0.7780521667028528,0.6682803231864788,32.0,4133
